Time of Exp,Compound Name,Samp Size,Set Pt,Test Temp,Hot/Cold?,Sound?,Relative Humidity,Notes
1345,hexacosane,100,325,308,No,,,
+ TA-DA start time is: 2019/2/15 13:30:50
System start time is: 2019/02/15 13:30:51
time,t1,t2,t3,t4,pressure
1087471.00,312.75,314.50,312.75,313.75,759.88
1087810.00,312.75,314.50,312.75,313.75,759.58
1088148.00,313.50,314.50,312.75,313.75,759.88
1088487.00,312.50,314.50,312.50,313.75,759.88
1088825.00,313.00,314.75,312.75,313.75,759.58
1089163.00,313.25,314.50,312.75,313.75,759.58
1089502.00,312.50,314.50,312.50,313.75,759.58
1089841.00,313.00,314.50,312.75,313.75,759.59
1090180.00,313.25,314.50,312.75,314.00,759.59
1090518.00,312.25,314.50,312.75,313.75,759.59
1090860.00,313.25,314.50,312.75,313.75,759.60
1091200.00,312.50,314.50,312.50,314.00,759.60
1091539.00,313.00,314.50,312.75,314.00,759.60
1091877.00,313.25,314.50,312.75,313.75,759.62
1092216.00,312.50,314.50,312.50,313.75,759.62
1092555.00,313.25,314.50,312.75,313.75,759.62
1092894.00,313.00,314.50,312.75,314.00,759.63
1093232.00,312.50,314.50,312.75,313.75,759.63
1093571.00,313.50,314.50,312.75,313.75,759.63
1093910.00,312.75,314.50,312.75,313.75,759.64
1094248.00,312.75,314.50,312.75,313.75,759.64
1094590.00,313.25,314.50,312.75,313.75,759.64
1094928.00,nan,314.50,312.75,313.75,759.64
1095266.00,313.25,314.50,312.75,313.75,759.64
1095605.00,313.00,314.50,312.75,313.75,759.64
1095944.00,312.50,314.50,312.75,313.75,759.64
1096283.00,313.50,314.50,312.75,313.75,759.64
1096622.00,312.75,314.50,312.75,313.75,759.64
1096961.00,312.75,314.50,312.75,313.75,759.94
1097299.00,313.25,314.50,312.75,313.75,759.64
1097638.00,312.50,314.50,312.75,313.75,759.64
1097977.00,313.00,314.50,312.75,313.75,759.95
1098319.00,313.00,314.50,312.75,313.75,759.65
1098657.00,312.50,314.50,312.75,313.75,759.65
1098996.00,313.25,314.75,312.75,313.50,759.65
1099335.00,312.50,314.75,312.75,313.75,759.95
1099674.00,312.75,314.50,312.75,313.75,759.65
1100013.00,313.25,314.50,312.75,313.50,759.65
1100353.00,312.50,314.50,312.75,313.50,759.65
1100692.00,313.25,314.50,312.75,313.75,759.65
1101029.00,313.00,314.75,312.75,313.75,759.95
1101368.00,312.50,314.50,312.75,313.75,759.65
1101707.00,313.25,314.50,312.75,313.50,759.65
1102049.00,312.25,314.50,312.75,313.50,759.65
1102387.00,313.25,314.50,312.75,313.75,759.95
1102726.00,313.25,314.50,312.75,313.75,759.65
1103065.00,nan,314.50,312.75,313.75,759.65
1103404.00,313.25,314.50,312.75,313.75,759.65
1103743.00,312.75,314.50,312.75,313.75,759.95
1104081.00,312.50,314.50,312.75,313.75,759.65
1104420.00,313.25,314.75,313.00,313.75,759.95
1104759.00,312.50,314.50,312.75,313.75,759.65
1105098.00,312.75,314.50,312.75,313.75,759.95
1105437.00,313.25,314.50,312.75,313.75,759.65
1105778.00,312.50,314.50,312.75,313.75,759.96
1106117.00,313.50,314.50,312.75,313.75,759.66
1106456.00,312.75,314.75,312.75,313.50,759.96
1106794.00,312.75,314.50,312.50,313.75,759.66
1107133.00,313.25,314.50,312.75,313.50,759.96
1107471.00,312.50,314.50,312.75,313.75,759.66
1107810.00,313.00,314.50,313.00,313.75,759.96
1108149.00,313.25,314.75,312.75,313.75,759.96
1108488.00,312.50,314.75,312.75,313.50,759.66
1108826.00,313.00,314.50,312.75,313.75,759.66
1109166.00,313.00,314.75,312.75,313.75,759.66
1109508.00,312.75,314.50,312.75,313.75,759.66
1109847.00,313.25,314.50,312.75,313.50,759.67
1110185.00,312.50,314.75,312.75,313.50,759.67
1110524.00,313.00,314.50,312.75,313.50,759.67
1110863.00,313.25,314.50,312.75,313.50,759.67
1111202.00,312.50,314.50,312.75,313.50,759.67
1111541.00,313.25,314.75,312.75,313.50,759.67
1111880.00,313.00,314.50,312.75,313.50,759.67
1112218.00,312.50,314.50,312.75,313.50,759.67
1112557.00,313.25,314.50,312.75,313.75,759.67
1112899.00,312.50,314.50,312.75,313.50,759.67
1113237.00,313.25,314.75,312.75,313.50,759.67
1113576.00,313.25,314.75,312.75,313.50,759.67
1113914.00,312.50,314.75,312.75,313.50,759.95
1114253.00,313.50,314.75,312.75,313.75,759.95
1114592.00,312.50,314.75,312.75,313.50,759.95
1114931.00,312.50,314.75,312.75,313.50,759.63
1115269.00,313.25,314.50,313.00,313.50,759.93
1115608.00,312.50,314.75,312.75,313.50,759.93
1115947.00,312.75,314.50,312.75,313.50,760.21
1116286.00,313.25,314.75,312.75,313.75,759.91
1116627.00,312.75,314.75,313.00,313.50,759.91
1116966.00,313.25,314.50,313.00,313.75,759.60
1117305.00,nan,314.50,312.75,313.75,759.90
1117643.00,312.50,314.50,312.75,313.50,759.90
1117983.00,313.25,314.50,313.00,313.50,759.89
1118322.00,312.25,314.50,312.75,313.50,759.89
1118661.00,313.00,314.50,312.75,313.50,759.89
1119000.00,313.50,314.75,312.75,313.50,759.89
1119338.00,312.50,314.75,312.75,313.50,759.89
1119677.00,313.25,314.50,312.75,313.50,759.59
1120015.00,313.25,314.75,312.75,313.50,759.89
1120356.00,312.75,314.50,312.75,313.50,759.89
1120695.00,313.50,314.75,313.00,313.50,759.89
1121034.00,312.50,314.75,312.75,313.50,759.89
1121372.00,313.00,314.50,312.75,313.50,759.59
1121711.00,313.25,314.50,313.00,313.50,759.89
1122050.00,312.25,314.50,312.75,313.50,759.90
1122388.00,313.00,314.50,312.75,313.50,759.90
1122727.00,313.25,314.75,312.75,313.50,759.61
1123066.00,nan,314.50,312.75,313.50,759.91
1123404.00,313.00,314.75,312.75,313.50,759.91
1123743.00,313.00,314.50,312.75,313.50,759.92
1124084.00,312.75,314.50,312.75,313.50,759.92
1124423.00,313.25,314.50,312.75,313.50,759.92
1124762.00,312.25,314.75,312.75,313.50,759.62
1125101.00,313.25,314.50,312.75,313.50,759.92
1125440.00,313.25,314.75,313.00,313.50,759.92
1125779.00,312.50,314.50,312.75,313.50,759.92
1126116.00,313.25,314.75,312.75,313.25,759.92
1126455.00,313.00,314.50,312.75,313.50,759.92
1126794.00,312.50,314.50,312.75,313.50,759.92
1127134.00,313.25,314.75,312.75,313.50,759.92
1127473.00,312.25,314.75,312.75,313.50,759.62
1127815.00,313.25,314.75,312.75,313.50,759.93
1128154.00,312.75,314.75,312.75,313.50,759.93
1128493.00,312.75,314.50,312.75,313.50,759.93
1128832.00,313.50,314.75,312.75,313.50,760.23
1129170.00,312.50,314.75,312.75,313.50,759.93
1129509.00,313.00,314.75,313.00,313.50,759.93
1129848.00,313.25,314.50,313.00,313.50,760.23
1130187.00,312.50,314.75,312.75,313.50,759.93
1130526.00,313.25,314.75,312.75,313.50,759.93
1130864.00,313.00,314.75,312.75,313.50,760.23
1131203.00,312.50,314.50,312.75,313.50,759.93
1131545.00,313.00,314.75,313.00,313.50,759.93
1131884.00,312.25,314.50,312.75,313.50,759.93
1132222.00,313.25,314.50,312.75,313.50,759.93
1132560.00,313.00,314.50,312.75,313.50,760.23
1132899.00,312.50,314.75,312.75,313.50,759.93
1133238.00,313.25,314.75,313.00,313.50,759.93
1133577.00,nan,314.75,313.00,313.50,760.23
1133915.00,312.50,314.75,312.75,313.25,759.93
1134254.00,313.25,314.75,312.75,313.50,760.23
1134593.00,312.50,314.75,312.75,313.25,759.93
1134932.00,312.75,314.75,312.75,313.50,759.92
1135273.00,313.25,314.75,313.00,313.50,759.92
1135612.00,312.50,314.50,312.75,313.50,759.92
1135952.00,313.25,314.75,313.00,313.50,759.91
1136291.00,312.50,314.50,312.75,313.50,759.91
1136630.00,313.00,314.75,312.75,313.50,759.91
1136969.00,313.25,314.50,312.75,313.50,759.90
1137307.00,312.25,314.75,312.75,313.50,759.90
1137646.00,313.00,314.50,313.00,313.50,759.90
1137985.00,313.00,314.50,313.00,313.50,760.21
1138324.00,312.50,314.75,312.75,313.50,759.91
1138661.00,313.25,314.50,313.00,313.50,760.21
1139004.00,312.25,314.75,312.75,313.50,759.92
1139342.00,313.00,314.75,312.75,313.50,760.22
1139681.00,313.00,314.50,312.75,313.50,759.92
1140019.00,312.50,314.75,312.75,313.50,759.92
1140358.00,313.25,314.75,312.75,313.50,759.92
1140697.00,312.75,314.75,312.75,313.50,759.92
1141036.00,312.50,314.75,312.75,313.50,759.92
1141375.00,313.25,314.50,312.75,313.50,760.22
1141714.00,312.75,314.75,312.75,313.50,760.22
1142052.00,313.00,314.75,312.75,313.25,759.92
1142391.00,313.25,314.75,313.00,313.50,759.92
1142733.00,312.75,314.50,313.00,313.50,759.92
1143071.00,313.50,314.75,313.00,313.50,759.92
1143410.00,312.50,314.75,312.75,313.50,759.92
1143749.00,312.50,314.50,312.75,313.50,760.23
1144088.00,313.25,314.75,313.00,313.50,760.23
1144427.00,312.50,314.75,312.75,313.50,759.93
1144766.00,312.75,314.50,313.00,313.50,760.23
1145106.00,313.00,314.50,313.00,313.25,760.23
1145444.00,312.75,314.75,313.00,313.25,760.23
1145782.00,313.50,314.75,313.00,313.25,760.22
1146121.00,312.75,314.75,312.75,313.50,760.22
1146463.00,nan,314.50,312.75,313.25,760.22
1146801.00,313.00,314.75,313.00,313.25,760.21
1147140.00,312.50,314.75,312.75,313.50,760.21
1147479.00,313.25,314.50,313.00,313.25,760.21
1147817.00,313.00,314.75,312.75,313.25,760.21
1148156.00,312.50,314.50,312.75,313.25,760.21
1148495.00,313.25,314.75,313.00,313.50,760.21
1148833.00,312.75,314.75,312.75,313.25,760.20
1149172.00,312.50,314.75,313.00,313.25,760.20
1149511.00,313.25,314.75,313.00,313.50,760.50
1149850.00,312.50,314.75,312.75,313.25,760.20
1150191.00,313.25,314.75,313.00,313.50,760.20
1150530.00,313.00,314.75,313.00,313.25,760.50
1150868.00,312.50,314.75,312.75,313.25,760.20
1151207.00,313.50,314.75,313.00,313.25,760.20
1151545.00,nan,314.75,313.00,313.50,760.20
1151884.00,312.75,314.75,312.75,313.25,760.20
1152222.00,313.25,314.50,313.00,313.25,760.50
1152561.00,312.50,314.50,312.75,313.50,760.50
1152900.00,312.75,314.75,313.00,313.25,760.20
1153238.00,313.25,314.75,313.00,313.50,760.50
1153577.00,312.50,314.75,312.75,313.25,760.20
1153914.00,312.75,314.75,312.75,313.25,760.20
1154254.00,313.25,314.75,313.00,313.25,760.50
1154593.00,312.50,314.75,312.75,313.25,760.50
1154932.00,313.25,314.75,313.00,313.25,760.50
1155271.00,313.00,314.75,313.00,313.25,760.20
1155610.00,312.50,314.75,313.00,313.25,760.50
1155948.00,313.25,314.75,312.75,313.25,760.49
1156287.00,313.00,314.75,312.75,313.25,760.19
1156626.00,312.75,314.75,313.00,313.25,760.19
1156964.00,313.50,314.75,313.00,313.25,760.19
1157305.00,312.50,314.75,312.75,313.25,760.49
1157644.00,313.00,314.75,313.00,313.25,760.49
1157983.00,313.00,314.75,313.00,313.25,760.79
1158322.00,312.50,314.75,312.75,313.25,760.49
1158661.00,313.25,314.50,312.75,313.25,760.49
1158999.00,nan,314.75,313.00,313.25,760.48
1159338.00,312.50,314.75,312.75,313.25,760.48
1159677.00,313.25,314.75,313.00,313.25,760.48
1160016.00,312.50,314.75,313.00,313.50,760.47
1160355.00,312.75,314.50,313.00,313.25,760.17
1160693.00,313.25,314.75,313.00,313.25,760.45
1161035.00,312.50,314.75,313.00,313.25,760.45
1161374.00,313.25,314.75,313.00,313.25,760.45
1161712.00,312.75,314.75,312.75,313.25,760.44
1162051.00,312.50,314.50,312.75,313.25,760.44
1162390.00,313.50,314.75,313.00,313.25,760.44
1162729.00,312.50,314.75,313.00,313.25,760.44
1163069.00,313.25,314.75,313.00,313.50,760.44
1163407.00,313.25,314.75,313.00,313.25,760.44
1163746.00,312.25,314.50,312.75,313.25,760.44
1164084.00,313.25,314.75,313.00,313.25,760.44
1164423.00,313.00,314.75,313.00,313.25,760.44
1164765.00,313.00,314.50,313.00,313.25,760.45
1165103.00,313.25,314.75,313.00,313.25,760.45
1165442.00,312.50,314.75,312.75,313.25,760.45
1165781.00,nan,314.75,313.00,313.25,760.47
1166120.00,313.00,314.75,312.75,313.25,760.47
1166459.00,312.75,314.75,312.75,313.25,760.47
1166797.00,313.25,314.75,313.00,313.25,760.49
1167136.00,313.25,314.75,313.00,313.25,760.49
1167475.00,312.25,314.75,313.00,313.25,760.49
1167814.00,313.50,314.75,313.00,313.25,760.50
1168153.00,312.50,314.50,313.00,313.25,760.50
1168494.00,313.00,314.75,313.00,313.25,760.50
1168833.00,313.00,314.75,313.00,313.25,760.49
1169172.00,312.50,314.75,312.75,313.25,760.49
1169509.00,313.25,314.75,313.00,313.25,760.49
1169848.00,312.75,314.75,312.75,313.25,760.49
1170187.00,312.75,314.75,313.00,313.25,760.49
1170526.00,313.25,314.75,313.00,313.25,760.49
1170865.00,312.75,314.75,313.00,313.25,760.50
1171204.00,312.50,314.75,313.00,313.25,760.50
1171542.00,313.00,314.75,313.00,313.25,760.50
1171881.00,312.50,314.75,312.75,313.25,760.51
1172224.00,313.25,314.75,313.00,313.25,760.51
1172563.00,312.50,314.75,312.75,313.25,760.51
1172902.00,313.00,314.75,313.00,313.25,760.83
1173241.00,313.25,314.75,313.00,313.25,760.53
1173579.00,312.25,314.75,313.00,313.25,760.53
1173918.00,nan,314.75,313.00,313.25,760.83
1174257.00,313.25,314.75,313.00,313.25,760.53
1174596.00,312.50,314.75,313.00,313.25,760.83
1174935.00,313.50,314.50,312.75,313.25,760.83
1175273.00,313.00,314.75,312.75,313.25,760.83
1175612.00,nan,314.50,313.00,313.25,760.83
1175954.00,313.25,314.75,313.00,313.25,760.83
1176291.00,312.75,314.75,313.00,313.25,760.53
1176630.00,313.00,314.75,313.00,313.25,760.83
1176969.00,313.25,314.75,313.00,313.25,760.53
1177307.00,312.25,314.75,313.00,313.25,760.83
1177646.00,313.00,314.75,313.00,313.25,760.83
1177985.00,313.25,314.75,313.00,313.25,760.83
1178323.00,312.50,314.75,313.00,313.25,760.83
1178662.00,313.50,314.75,313.00,313.25,760.83
1179001.00,312.75,314.75,313.00,313.25,760.83
1179340.00,312.50,314.75,313.00,313.25,760.83
1179688.00,312.50,314.75,313.00,313.25,760.83
1180027.00,313.25,314.75,313.00,313.25,760.83
1180366.00,313.00,314.75,313.00,313.25,760.83
1180706.00,312.75,314.75,313.00,313.25,760.82
1181045.00,313.25,314.75,313.00,313.25,760.82
1181383.00,312.75,314.75,313.00,313.25,760.52
1181722.00,313.25,314.75,313.00,313.25,760.51
1182061.00,313.00,314.75,313.00,313.25,760.81
1182399.00,312.75,314.75,313.00,313.25,760.81
1182738.00,313.25,314.75,313.00,313.25,760.80
1183076.00,313.00,314.50,313.00,313.25,760.50
1183417.00,312.75,314.75,313.00,313.25,760.80
1183756.00,313.25,314.50,313.00,313.25,760.80
1184095.00,312.25,314.75,313.00,313.25,760.50
1184434.00,313.25,314.75,313.00,313.25,760.80
1184773.00,313.25,314.75,313.00,313.25,760.80
1185111.00,312.50,314.75,313.00,313.25,760.80
1185450.00,313.50,314.75,313.00,313.25,760.80
1185789.00,nan,314.75,313.00,313.25,760.81
1186128.00,312.75,314.75,313.00,313.25,760.51
1186467.00,313.25,314.75,313.00,313.25,760.81
1186806.00,312.50,314.75,313.00,313.25,760.81
1187147.00,313.25,314.75,313.00,313.25,760.81
1187486.00,313.00,314.75,313.00,313.25,761.11
1187825.00,312.50,314.75,313.00,313.25,760.82
1188164.00,313.25,314.50,313.00,313.25,760.82
1188502.00,312.75,314.75,312.75,313.25,760.82
1188841.00,312.75,314.75,313.00,313.25,760.83
1189180.00,313.25,314.75,313.00,313.25,760.83
1189519.00,312.50,314.75,313.00,313.25,760.83
1189858.00,313.25,314.75,313.00,313.25,760.83
1190197.00,313.00,314.75,313.00,313.25,760.83
1190536.00,312.50,314.50,313.00,313.25,760.83
1190877.00,313.25,314.75,313.00,313.25,760.83
1191216.00,312.75,314.75,313.00,313.25,760.83
1191555.00,313.25,314.75,313.00,313.25,760.83
1191894.00,313.25,314.50,313.00,313.25,761.13
1192233.00,312.50,314.75,313.00,313.25,760.83
1192571.00,313.50,314.75,313.00,313.25,760.83
1192910.00,312.75,314.75,313.00,313.25,760.83
1193249.00,312.50,314.75,312.75,313.25,760.83
1193588.00,313.25,314.50,313.00,313.25,760.83
1193927.00,312.50,314.75,313.00,313.25,760.83
1194266.00,313.00,314.75,313.00,313.25,760.83
1194607.00,313.00,314.75,313.00,313.25,760.83
1194946.00,312.75,314.50,313.00,313.25,760.83
1195285.00,313.25,314.75,313.00,313.25,760.83
1195623.00,312.50,314.75,313.00,313.25,760.83
1195961.00,312.50,314.75,313.00,313.25,760.83
1196300.00,313.25,314.75,313.00,313.25,760.83
1196639.00,312.75,314.75,313.00,313.25,760.83
1196978.00,313.00,314.75,313.00,313.25,760.83
1197317.00,313.25,314.75,313.00,313.25,760.83
1197655.00,nan,314.75,312.75,313.25,760.83
1197997.00,313.25,314.75,313.25,313.25,760.83
1198337.00,312.50,314.75,313.00,313.25,760.83
1198676.00,313.25,314.75,313.00,313.25,760.82
1199015.00,313.25,314.75,313.00,313.25,760.82
1199354.00,312.50,314.75,313.00,313.25,761.12
1199693.00,313.50,314.75,313.00,313.25,761.12
1200032.00,312.75,314.75,313.00,313.25,760.82
1200370.00,312.50,314.75,313.00,313.25,760.82
1200709.00,313.25,314.75,313.00,313.25,761.12
1201048.00,312.75,314.75,313.00,313.25,761.12
1201387.00,313.00,314.75,313.00,313.25,760.82
1201728.00,313.00,314.75,313.00,313.25,760.81
1202067.00,312.50,314.75,313.00,313.25,761.11
1202405.00,313.25,314.75,313.00,313.25,761.11
1202744.00,nan,314.50,313.00,313.25,761.11
1203083.00,312.75,314.75,313.00,313.25,760.81
1203422.00,313.25,314.75,313.00,313.25,761.11
1203760.00,312.50,314.75,313.00,313.25,761.10
1204099.00,313.25,314.75,313.25,313.25,761.10
1204438.00,313.25,314.75,313.00,313.25,760.80
1204777.00,312.50,314.75,312.75,313.25,761.09
1205116.00,313.25,314.75,313.00,313.25,760.79
1205457.00,312.75,314.75,313.00,313.25,761.09
1205796.00,312.75,314.75,313.00,313.25,761.09
1206134.00,313.25,314.75,313.00,313.25,761.09
1206473.00,312.25,314.75,313.00,313.25,760.79
1206812.00,313.00,314.75,313.00,313.25,760.79
1207151.00,313.25,314.75,313.00,313.25,761.09
1207491.00,312.50,314.75,313.00,313.25,760.79
1207829.00,313.25,314.75,313.00,313.25,760.79
1208168.00,313.00,314.75,313.00,313.25,760.79
1208506.00,312.75,314.75,313.00,313.25,760.79
1208844.00,313.50,314.50,313.25,313.25,760.79
1209186.00,312.50,314.75,313.00,313.25,760.79
1209525.00,313.25,314.75,313.00,313.25,760.79
1209863.00,313.25,314.75,313.00,313.25,761.09
1210202.00,312.75,314.75,313.00,313.00,760.79
1210541.00,313.25,314.75,313.00,313.25,760.79
1210879.00,313.25,314.75,313.00,313.25,761.10
1211218.00,313.00,314.75,313.00,313.25,760.80
1211557.00,313.25,314.75,313.00,313.25,761.10
1211896.00,nan,314.75,313.00,313.25,761.10
1212234.00,312.75,314.75,313.00,313.25,760.80
1212573.00,313.50,314.75,313.00,313.25,761.10
1212914.00,312.50,314.75,312.75,313.25,760.80
1213253.00,313.25,314.75,313.00,313.25,761.10
1213592.00,313.25,314.75,313.00,313.25,761.10
1213931.00,312.50,314.75,313.00,313.25,760.79
1214270.00,313.50,314.75,313.00,313.25,760.79
1214608.00,312.75,314.75,313.00,313.25,761.09
1214946.00,312.75,314.75,313.00,313.25,761.09
1215285.00,313.25,314.75,313.25,313.25,761.09
1215624.00,312.50,314.75,313.00,313.25,761.08
1215963.00,313.00,314.75,313.00,313.25,761.08
1216302.00,313.00,314.75,313.00,313.25,761.08
1216645.00,313.00,314.75,313.00,313.25,760.76
1216984.00,313.25,314.75,313.00,313.25,760.76
1217323.00,312.50,314.75,313.00,313.00,761.06
1217661.00,313.25,314.75,313.00,313.25,760.76
1218000.00,313.25,314.75,313.00,313.25,761.06
1218339.00,312.50,314.75,313.00,313.25,760.76
1218678.00,313.25,314.75,313.00,313.00,761.05
1219017.00,313.25,314.75,313.00,313.25,761.05
1219356.00,312.50,314.75,313.00,313.25,760.75
1219694.00,313.25,314.75,313.25,313.25,761.05
1220033.00,nan,314.75,313.00,313.25,761.05
1220375.00,313.25,314.75,313.00,313.25,761.05
1220713.00,313.25,314.75,313.00,313.25,761.05
1221052.00,313.00,314.75,313.00,313.25,761.05
1221390.00,313.25,314.75,313.00,313.25,761.05
1221729.00,313.00,314.75,313.00,313.25,761.04
1222068.00,312.75,314.75,313.00,313.25,760.74
1222407.00,313.50,314.75,313.00,313.25,761.04
1222745.00,312.75,314.75,313.00,313.25,761.04
1223084.00,312.75,314.75,313.00,313.25,761.04
1223423.00,313.25,314.75,313.00,313.25,760.74
1223762.00,312.50,314.75,313.00,313.25,761.04
1224103.00,313.25,314.75,313.00,313.25,761.04
1224442.00,313.00,314.75,313.00,313.25,761.04
1224781.00,312.75,314.75,313.25,313.25,760.74
1225120.00,313.25,314.75,313.00,313.25,761.04
1225460.00,312.50,314.75,313.00,313.25,761.04
1225799.00,313.25,314.75,313.00,313.25,761.04
1226137.00,313.00,314.75,313.00,313.25,761.04
1226476.00,312.75,314.75,313.00,313.25,761.04
1226815.00,313.25,314.75,313.00,313.25,761.02
1227154.00,313.25,314.75,313.00,313.25,761.02
1227492.00,312.75,314.75,313.00,313.25,761.02
1227833.00,313.25,314.75,313.00,313.25,760.71
1228172.00,312.50,314.75,313.00,313.25,761.01
1228511.00,313.25,314.75,313.00,313.00,760.71
1228850.00,313.25,314.75,313.00,313.25,761.01
1229188.00,312.75,314.75,313.00,313.25,760.71
1229527.00,313.25,314.75,313.25,313.25,761.01
1229866.00,313.00,314.75,313.00,313.00,761.00
1230205.00,312.50,314.75,313.00,313.25,760.70
1230544.00,313.25,314.75,313.25,313.25,761.00
1230883.00,312.75,314.75,313.00,313.25,761.00
1231221.00,313.00,314.75,313.00,313.25,761.00
1231563.00,313.00,314.75,313.25,313.25,761.00
1231902.00,312.50,314.75,313.00,313.25,760.70
1232241.00,313.50,314.75,313.25,313.25,761.00
1232580.00,nan,314.75,313.00,313.25,761.00
1232918.00,312.50,314.75,313.00,313.25,761.01
1233257.00,313.50,314.75,313.00,313.25,761.01
1233596.00,312.50,314.75,313.00,313.25,760.71
1233934.00,313.00,314.75,313.00,313.25,761.01
1234274.00,313.25,314.75,313.25,313.00,761.01
1234613.00,312.50,314.75,313.00,313.25,761.02
1234952.00,313.25,314.75,313.00,313.00,761.02
1235293.00,312.75,314.75,313.00,313.25,760.72
1235632.00,312.75,314.75,313.00,313.25,760.72
1235970.00,313.25,314.75,313.00,313.00,761.02
1236309.00,312.50,314.75,313.00,313.25,761.02
1236648.00,nan,314.75,313.25,313.25,761.02
1236986.00,313.25,314.75,313.00,313.00,761.02
1237325.00,312.50,314.75,313.00,313.25,761.02
1237664.00,313.25,314.75,313.00,313.25,761.01
1238003.00,313.25,314.75,313.00,313.00,761.01
1238341.00,312.50,314.75,313.00,313.25,761.01
1238680.00,313.50,314.75,313.25,313.25,761.00
1239021.00,312.50,314.75,313.00,313.25,761.00
1239360.00,313.00,315.00,313.00,313.25,761.00
1239699.00,313.25,314.75,313.25,313.25,761.00
1240037.00,312.75,314.75,313.00,313.00,761.00
1240375.00,313.25,314.75,313.00,313.25,761.00
1240714.00,313.25,314.75,313.00,313.25,761.29
1241053.00,312.75,314.75,313.00,313.00,760.99
1241391.00,313.25,314.75,313.25,313.00,760.99
1241730.00,313.00,314.75,313.00,313.25,760.99
1242069.00,312.50,314.75,313.00,313.25,760.99
1242410.00,313.25,314.75,313.00,313.25,760.99
1242749.00,312.25,314.75,313.00,313.25,760.99
1243088.00,313.25,314.75,313.00,313.25,760.99
1243428.00,312.75,314.75,313.25,313.25,760.99
1243767.00,312.50,314.75,313.00,313.25,760.99
1244106.00,313.25,314.75,313.25,313.25,760.99
1244445.00,312.50,314.75,313.00,313.25,760.69
1244784.00,313.00,314.75,313.00,313.25,761.00
1245123.00,313.25,314.75,313.00,313.25,761.30
1245461.00,312.50,315.00,313.00,313.00,761.00
1245800.00,313.00,315.00,313.00,313.00,761.01
1246142.00,312.75,314.75,313.00,313.25,761.01
1246479.00,312.75,314.75,313.00,313.25,761.01
1246818.00,313.25,315.00,313.00,313.25,761.01
1247157.00,312.75,314.75,313.00,313.25,760.71
1247496.00,313.00,314.75,313.25,313.25,761.01
1247835.00,313.25,314.75,313.25,313.25,761.01
1248174.00,312.50,314.75,313.00,313.00,761.01
1248512.00,313.25,314.75,313.25,313.00,761.01
1248851.00,313.25,314.75,313.00,313.25,761.01
1249190.00,312.50,314.75,313.00,313.00,761.01
1249529.00,313.25,314.75,313.25,313.00,761.01
1249870.00,312.50,314.75,313.00,313.25,761.01
1250209.00,313.00,314.75,313.00,313.25,761.01
1250548.00,313.25,314.75,313.00,313.25,761.01
1250887.00,312.50,314.75,313.00,313.25,761.01
1251226.00,313.25,314.75,313.00,313.25,761.01
1251564.00,313.25,314.75,313.00,313.25,761.31
1251903.00,312.75,314.75,313.00,313.25,761.01
1252243.00,313.50,314.75,313.25,313.25,761.31
1252581.00,nan,314.75,313.00,313.25,761.01
1252920.00,312.75,314.75,313.25,313.25,761.31
1253259.00,313.25,314.75,313.25,313.25,761.01
1253600.00,312.50,315.00,313.00,313.25,761.00
1253939.00,313.25,314.75,313.00,313.25,761.30
1254278.00,313.00,314.75,313.25,313.25,761.00
1254617.00,312.75,314.75,313.00,313.25,761.00
1254955.00,313.25,315.00,313.25,313.25,761.00
1255294.00,312.75,314.75,313.00,313.25,761.00
1255633.00,312.75,314.75,313.25,313.25,760.99
1255972.00,313.25,314.75,313.00,313.00,760.99
1256311.00,312.50,314.75,313.00,313.25,760.99
1256649.00,313.25,315.00,313.00,313.25,761.28
1256988.00,313.50,314.75,313.25,313.25,761.28
1257330.00,312.50,314.75,313.00,313.25,760.99
1257669.00,313.50,314.75,313.25,313.25,761.28
1258007.00,312.75,314.75,313.00,313.25,761.28
1258346.00,312.75,314.75,313.00,313.25,761.28
1258685.00,313.25,314.75,313.25,313.25,760.99
1259023.00,312.75,314.75,313.00,313.00,761.28
1259362.00,313.00,314.75,313.25,313.25,760.99
1259701.00,313.25,314.75,313.00,313.00,760.98
1260039.00,312.50,314.75,313.00,313.00,760.98
1260378.00,313.25,314.75,313.25,313.00,760.98
1260717.00,313.00,314.75,313.25,313.25,761.28
1261060.00,313.00,314.75,313.00,313.25,760.98
1261399.00,313.25,315.00,313.25,313.00,761.28
1261738.00,312.50,315.00,313.00,313.00,761.28
1262076.00,313.25,314.75,313.25,313.25,760.98
1262415.00,313.00,314.75,313.25,313.25,760.98
1262754.00,312.75,314.75,313.00,313.25,761.27
1263093.00,313.25,314.75,313.25,313.25,760.98
1263432.00,312.75,314.75,313.00,313.00,761.27
1263771.00,312.75,314.75,313.00,313.25,760.98
1264109.00,313.25,314.75,313.00,313.00,760.98
1264448.00,312.75,315.00,313.00,313.25,760.98
1264790.00,313.25,314.75,313.25,313.25,760.98
1265128.00,313.00,314.75,313.00,313.25,760.98
1265466.00,312.50,315.00,313.25,313.25,761.27
1265805.00,313.25,315.00,313.25,313.25,760.98
1266143.00,313.00,315.00,313.00,313.00,760.98
1266482.00,312.75,314.75,313.00,313.25,760.98
1266821.00,313.50,315.00,313.25,313.25,761.28
1267160.00,312.75,314.75,313.00,313.25,761.28
1267498.00,312.75,314.75,313.00,313.25,760.98
1267837.00,313.25,314.75,313.25,313.25,761.28
