Time of Exp,Compound Name,Samp Size,Set Pt,Test Temp,Hot/Cold?,Sound?,Relative Humidity,Notes
1345,hexacosane,100,325,308,No,,,
+ TA-DA start time is: 2019/2/15 13:30:50
System start time is: 2019/02/15 13:30:51
time,t1,t2,t3,t4,pressure
1268176.00,312.75,314.75,313.00,313.25,760.98
1268517.00,313.25,314.75,313.25,313.25,760.98
1268856.00,313.00,314.75,313.25,313.25,760.98
1269195.00,312.50,314.75,313.25,313.25,760.98
1269533.00,313.25,314.75,313.25,313.25,760.98
1269872.00,312.75,314.75,313.25,313.25,761.28
1270212.00,312.75,314.75,313.25,313.25,760.98
1270551.00,313.25,314.75,313.25,313.25,760.98
1270890.00,312.75,314.75,313.00,313.25,760.98
1271229.00,nan,314.75,313.25,313.00,761.28
1271566.00,313.25,314.75,313.25,313.25,761.28
1271905.00,312.50,314.75,313.00,313.25,760.98
1272246.00,313.25,314.75,313.25,313.25,760.98
1272585.00,312.75,314.75,313.00,313.25,760.98
1272924.00,312.75,314.75,313.00,313.25,760.98
1273263.00,313.25,314.75,313.25,313.25,760.98
1273602.00,312.75,314.75,313.00,313.00,760.98
1273941.00,313.25,314.75,313.00,313.25,760.98
1274279.00,313.25,314.75,313.25,313.25,760.98
1274618.00,312.50,314.75,313.00,313.25,760.97
1274957.00,nan,315.00,313.25,313.25,761.27
1275296.00,313.25,314.75,313.00,313.25,760.97
1275635.00,312.75,314.75,313.00,313.25,760.97
1275976.00,313.00,314.75,313.25,313.25,760.67
1276315.00,312.50,315.00,313.00,313.25,760.97
1276654.00,313.00,314.75,313.25,313.25,760.97
1276993.00,313.25,314.75,313.25,313.00,760.97
1277332.00,312.50,314.75,313.00,313.00,760.97
1277669.00,313.00,314.75,313.25,313.00,760.97
1278008.00,313.25,314.75,313.25,313.25,760.97
1278347.00,nan,314.75,313.00,313.25,760.97
1278686.00,313.25,314.75,313.25,313.25,760.97
1279025.00,313.25,314.75,313.25,313.25,760.97
1279365.00,312.75,315.00,313.25,313.25,760.97
1279706.00,313.25,315.00,313.25,313.25,760.97
1280045.00,nan,314.75,313.00,313.25,760.67
1280384.00,313.25,315.00,313.25,313.25,760.97
1280723.00,313.25,314.75,313.25,313.00,760.98
1281061.00,312.75,314.75,313.25,313.25,760.98
1281400.00,313.25,315.00,313.25,313.25,760.98
1281739.00,313.00,315.00,313.25,313.00,761.29
1282078.00,312.75,314.75,313.25,313.25,760.99
1282417.00,313.50,315.00,313.25,313.00,760.99
1282756.00,nan,314.75,313.00,313.25,761.01
1283094.00,312.75,314.75,313.00,313.25,760.71
1283431.00,313.25,314.75,313.25,313.25,761.01
1283769.00,313.25,315.00,313.25,313.00,761.01
1284108.00,312.75,314.75,313.25,313.25,760.71
1284446.00,313.25,315.00,313.25,313.00,761.01
1284785.00,313.00,315.00,313.25,313.25,761.03
1285124.00,312.75,314.75,313.00,313.00,761.03
1285463.00,313.50,314.75,313.25,313.25,761.03
1285802.00,312.75,315.00,313.25,313.25,761.03
1286140.00,312.75,314.75,313.25,313.25,761.03
1286479.00,313.25,314.75,313.25,313.25,761.03
1286821.00,312.75,314.75,313.00,313.25,761.03
1287160.00,313.25,315.00,313.25,313.25,761.03
1287498.00,313.25,314.75,313.00,313.25,761.03
1287837.00,312.50,314.75,313.25,313.25,761.03
1288177.00,313.25,314.75,313.25,313.00,760.73
1288516.00,nan,314.75,313.25,313.25,760.73
1288855.00,312.50,314.75,313.00,313.00,761.03
1289194.00,313.25,314.75,313.25,313.25,761.03
1289533.00,312.75,314.75,313.00,313.00,761.03
1289871.00,313.00,314.75,313.25,313.25,760.73
1290209.00,313.25,315.00,313.25,313.25,761.03
1290551.00,312.75,315.00,313.25,313.25,761.04
1290890.00,313.25,314.75,313.25,313.25,761.04
1291229.00,nan,314.75,313.00,313.25,761.04
1291567.00,312.75,314.75,313.25,313.25,761.04
1291906.00,313.50,314.75,313.25,313.25,761.04
1292245.00,nan,314.75,313.25,313.25,761.04
1292584.00,312.75,315.00,313.25,313.25,760.75
1292923.00,313.50,315.00,313.25,313.25,761.05
1293262.00,312.50,315.00,313.00,313.00,761.05
1293600.00,312.75,315.00,313.25,313.25,761.06
1293939.00,313.25,314.75,313.25,313.25,760.76
1294281.00,312.75,314.75,313.00,313.25,761.06
1294619.00,313.25,314.75,313.25,313.25,761.06
1294958.00,313.25,314.75,313.25,313.25,761.06
1295297.00,312.50,314.75,313.00,313.25,760.76
1295635.00,313.25,315.00,313.25,313.25,761.06
1295973.00,312.75,315.00,313.25,313.25,760.76
1296312.00,312.75,314.75,313.25,313.25,760.76
1296651.00,313.25,314.75,313.25,313.25,760.75
1296989.00,313.00,314.75,313.00,313.25,761.05
1297329.00,312.75,314.75,313.00,313.00,761.05
1297668.00,313.25,315.00,313.25,313.25,761.04
1298017.00,313.25,315.00,313.25,313.25,760.74
1298356.00,312.75,315.00,313.25,313.25,761.04
1298694.00,312.75,314.75,313.00,313.25,761.02
1299033.00,313.25,315.00,313.25,313.25,761.02
1299372.00,312.50,315.00,313.00,313.00,761.02
1299711.00,312.75,315.00,313.25,313.25,761.00
1300049.00,313.25,315.00,313.25,313.25,761.00
1300388.00,312.75,315.00,313.25,313.25,761.00
1300727.00,313.00,315.00,313.25,313.25,760.99
1301065.00,313.50,315.00,313.25,313.25,760.69
1301404.00,nan,315.00,313.00,313.25,760.99
1301745.00,313.25,315.00,313.25,313.25,760.99
1302084.00,313.25,314.75,313.25,313.00,760.99
1302423.00,312.50,315.00,313.00,313.25,760.99
1302762.00,313.25,314.75,313.25,313.25,760.69
1303101.00,313.25,314.75,313.25,313.25,760.99
1303439.00,312.50,314.75,313.25,313.25,760.69
1303778.00,313.25,315.00,313.25,313.25,760.99
1304116.00,313.00,314.75,313.25,313.25,760.99
1304455.00,312.75,314.75,313.25,313.25,760.69
1304794.00,313.25,314.75,313.25,313.00,761.29
1305133.00,313.00,314.75,313.25,313.25,760.69
1305474.00,313.25,315.00,313.25,313.25,760.99
1305815.00,313.00,314.75,313.25,313.25,760.69
1306153.00,312.75,315.00,313.25,313.25,760.69
1306492.00,313.25,314.75,313.25,313.25,760.99
1306831.00,313.00,315.00,313.25,313.25,760.69
1307170.00,312.75,315.00,313.00,313.25,760.99
1307509.00,313.50,315.00,313.25,313.25,760.69
1307848.00,313.00,314.75,313.00,313.25,760.69
1308186.00,312.75,315.00,313.00,313.25,760.69
1308525.00,313.25,314.75,313.25,313.25,760.99
1308864.00,312.50,314.75,313.00,313.25,760.69
1309206.00,313.25,314.75,313.25,313.25,760.99
1309544.00,313.25,314.75,313.25,313.25,760.69
1309882.00,312.75,314.75,313.25,313.25,760.99
1310221.00,313.25,315.00,313.25,313.25,760.99
1310560.00,313.25,314.75,313.25,313.25,760.70
1310899.00,312.75,314.75,313.25,313.25,760.70
1311237.00,313.50,315.00,313.25,313.25,760.70
1311576.00,312.75,315.00,313.25,313.00,761.00
1311915.00,312.50,314.75,313.25,313.25,760.70
1312254.00,313.25,315.00,313.25,313.25,761.00
1312593.00,312.75,314.75,313.25,313.25,761.00
1312934.00,313.25,315.00,313.25,313.25,760.70
1313273.00,313.00,315.00,313.25,313.25,761.00
1313612.00,312.75,314.75,313.25,313.25,760.70
1313951.00,313.50,314.75,313.25,313.25,760.70
1314289.00,313.00,314.75,313.25,313.25,761.00
1314630.00,312.75,315.00,313.25,313.25,760.70
1314969.00,313.25,315.00,313.25,313.25,761.00
1315307.00,312.50,314.75,313.00,313.25,761.00
1315646.00,313.00,314.75,313.25,313.25,760.99
1315984.00,313.25,315.00,313.25,313.25,760.69
1316323.00,312.50,314.75,313.25,313.25,760.69
1316664.00,313.50,315.00,313.25,313.25,760.69
1317003.00,312.75,315.00,313.25,313.25,760.99
1317342.00,312.75,314.75,313.25,313.25,760.99
1317681.00,313.50,315.00,313.25,313.25,760.99
1318020.00,312.50,315.00,313.25,313.25,760.69
1318359.00,313.00,314.75,313.00,313.25,760.99
1318697.00,313.50,315.00,313.25,313.25,760.99
1319036.00,312.50,314.75,313.25,313.25,760.99
1319375.00,313.00,314.75,313.25,313.25,760.69
1319714.00,313.25,314.75,313.25,313.25,760.68
1320053.00,nan,314.75,313.25,313.25,760.68
1320394.00,313.25,314.75,313.25,313.25,760.68
1320733.00,312.75,315.00,313.25,313.25,760.98
1321072.00,312.75,315.00,313.25,313.25,760.68
1321411.00,313.50,315.00,313.25,313.25,760.98
1321750.00,312.75,314.75,313.00,313.25,760.98
1322088.00,313.00,314.75,313.25,313.25,760.98
1322426.00,313.25,314.75,313.25,313.25,760.68
1322765.00,312.75,315.00,313.25,313.25,760.67
1323104.00,313.25,315.00,313.25,313.25,760.67
1323443.00,313.25,314.75,313.25,313.25,760.97
1323783.00,312.50,314.75,313.25,313.25,760.67
1324125.00,313.25,315.00,313.25,313.25,760.67
1324463.00,312.75,314.75,313.25,313.25,760.67
1324802.00,313.25,314.75,313.25,313.25,760.67
1325141.00,313.00,315.00,313.25,313.25,760.97
1325479.00,312.50,314.75,313.25,313.25,760.97
1325818.00,313.25,315.00,313.25,313.25,760.67
1326157.00,313.00,314.75,313.25,313.25,760.97
1326496.00,312.50,315.00,313.25,313.25,760.68
1326834.00,313.25,315.00,313.25,313.25,760.68
1327173.00,313.00,314.75,313.25,313.25,760.98
1327514.00,313.00,314.75,313.25,313.25,760.98
1327853.00,313.25,315.00,313.25,313.25,760.68
1328192.00,312.50,315.00,313.25,313.25,760.98
1328531.00,313.25,314.75,313.25,313.25,760.99
1328868.00,313.25,314.75,313.25,313.25,760.99
1329207.00,312.75,315.00,313.25,313.25,760.69
1329546.00,313.25,314.75,313.25,313.25,760.98
1329884.00,313.25,315.00,313.25,313.25,760.98
1330223.00,312.50,315.00,313.25,313.25,760.98
1330562.00,313.25,315.00,313.25,313.25,760.98
1330901.00,313.00,315.00,313.25,313.25,760.98
1331242.00,313.00,315.00,313.25,313.25,760.98
1331581.00,313.50,314.75,313.25,313.25,760.97
1331920.00,312.50,315.00,313.25,313.25,760.67
1332259.00,nan,315.00,313.50,313.25,760.97
1332599.00,313.00,314.75,313.25,313.25,760.97
1332938.00,312.75,315.00,313.25,313.25,760.97
1333277.00,313.25,314.75,313.50,313.25,760.97
1333616.00,312.75,315.00,313.25,313.25,760.98
1333954.00,312.75,315.00,313.25,313.25,760.98
1334293.00,313.25,315.00,313.25,313.25,760.98
1334632.00,312.50,315.00,313.25,313.25,760.70
1334974.00,313.50,315.00,313.25,313.25,760.70
1335311.00,313.00,315.00,313.25,313.25,760.70
1335650.00,312.75,314.75,313.25,313.25,760.71
1335989.00,313.75,315.00,313.25,313.25,761.01
1336328.00,313.00,314.75,313.25,313.25,760.71
1336667.00,313.00,315.00,313.25,313.50,760.72
1337006.00,313.25,315.00,313.25,313.25,761.02
1337344.00,312.75,315.00,313.25,313.25,761.02
1337683.00,313.00,315.00,313.25,313.25,761.02
1338022.00,313.50,315.00,313.25,313.25,761.02
1338361.00,312.50,314.75,313.25,313.25,761.02
1338702.00,313.50,315.00,313.25,313.25,761.02
1339041.00,313.00,315.00,313.25,313.25,761.02
1339380.00,312.75,315.00,313.25,313.25,761.02
1339719.00,313.50,315.00,313.25,313.25,761.02
1340058.00,312.75,314.75,313.25,313.25,761.02
1340396.00,312.75,315.00,313.25,313.25,761.02
1340735.00,313.25,315.00,313.25,313.25,761.02
1341074.00,312.75,315.00,313.25,313.50,761.02
1341412.00,313.00,315.00,313.25,313.25,761.02
1341752.00,313.25,314.75,313.25,313.25,761.02
1342091.00,312.50,315.00,313.25,313.25,761.32
1342432.00,313.25,315.00,313.25,313.25,761.02
1342771.00,312.50,315.00,313.25,313.25,761.00
1343110.00,313.00,315.00,313.25,313.25,761.00
1343449.00,313.25,315.00,313.25,313.25,761.00
1343788.00,312.50,315.00,313.25,313.25,760.99
1344126.00,313.25,315.00,313.25,313.25,760.99
1344465.00,313.25,315.00,313.25,313.25,760.98
1344804.00,312.50,315.00,313.25,313.25,760.68
1345143.00,313.25,315.00,313.25,313.25,760.98
1345482.00,313.25,315.00,313.25,313.25,760.98
1345821.00,312.75,315.00,313.25,313.25,760.98
1346162.00,313.50,315.00,313.25,313.50,760.98
1346508.00,313.25,315.00,313.25,313.25,760.98
1346847.00,313.25,315.00,313.25,313.25,760.98
1347186.00,312.75,315.00,313.25,313.25,760.98
1347524.00,313.25,315.00,313.25,313.25,761.00
1347863.00,313.25,315.00,313.25,313.25,761.00
1348202.00,nan,315.00,313.25,313.25,761.00
1348541.00,313.25,315.00,313.25,313.25,761.00
1348879.00,313.00,315.00,313.25,313.25,760.70
1349218.00,312.50,315.00,313.25,313.25,761.00
1349556.00,313.50,315.00,313.25,313.25,761.00
1349898.00,312.50,314.75,313.25,313.25,760.70
1350237.00,nan,315.00,313.25,313.25,761.00
1350580.00,312.75,315.00,313.25,313.25,760.99
1350918.00,313.00,314.75,313.25,313.25,760.99
1351257.00,313.50,315.00,313.25,313.25,760.99
1351596.00,312.75,315.00,313.25,313.25,760.68
1351935.00,313.00,315.00,313.25,313.25,760.98
1352274.00,313.50,315.00,313.25,313.25,760.98
1352613.00,312.50,314.75,313.25,313.25,760.98
1352951.00,313.25,315.00,313.25,313.25,760.68
1353290.00,313.25,315.00,313.25,313.25,760.98
1353632.00,312.50,315.00,313.25,313.25,760.98
1353970.00,313.75,315.00,313.25,313.25,760.98
1354309.00,312.75,315.00,313.25,313.25,760.98
1354648.00,312.75,315.00,313.25,313.25,760.98
1354987.00,313.50,315.00,313.25,313.25,760.98
1355325.00,312.75,315.00,313.25,313.25,760.98
1355663.00,312.75,315.00,313.25,313.50,760.98
1356002.00,313.25,315.00,313.25,313.25,760.98
1356340.00,nan,315.00,313.25,313.25,760.98
1356679.00,312.50,315.00,313.25,313.25,760.99
1357018.00,313.25,315.00,313.25,313.25,760.99
1357359.00,312.50,314.75,313.25,313.25,760.69
1357698.00,313.25,315.00,313.25,313.50,760.99
1358037.00,313.25,315.00,313.25,313.50,760.99
1358375.00,312.75,315.00,313.25,313.25,760.69
1358714.00,313.25,315.00,313.25,313.25,760.99
1359053.00,313.25,315.00,313.25,313.25,760.99
1359392.00,312.75,315.00,313.25,313.25,760.99
1359732.00,313.50,315.00,313.25,313.25,760.99
1360071.00,312.75,315.00,313.25,313.25,760.99
1360410.00,312.75,315.00,313.00,313.25,760.69
1360748.00,313.25,315.00,313.50,313.25,760.99
1361090.00,312.50,315.00,313.00,313.25,760.99
1361429.00,313.25,315.00,313.25,313.25,760.99
1361767.00,313.25,315.00,313.25,313.25,760.99
1362105.00,312.50,315.00,313.25,313.25,760.99
1362444.00,313.25,315.00,313.25,313.25,760.99
1362783.00,313.25,315.00,313.25,313.25,760.99
1363122.00,312.75,315.00,313.25,313.25,760.99
1363461.00,313.50,315.00,313.50,313.25,760.99
1363799.00,313.00,315.00,313.25,313.25,760.99
1364138.00,312.50,315.00,313.25,313.25,760.99
1364477.00,313.25,315.00,313.25,313.50,760.99
1364819.00,312.75,314.75,313.25,313.25,760.99
1365157.00,313.25,315.00,313.25,313.25,760.99
1365496.00,313.25,315.00,313.25,313.25,760.99
1365835.00,312.50,315.00,313.25,313.50,761.29
1366174.00,nan,315.00,313.25,313.50,760.99
1366513.00,313.25,315.00,313.25,313.25,761.29
1366852.00,312.75,315.00,313.25,313.25,760.99
1367190.00,313.25,315.00,313.25,313.50,760.99
1367529.00,313.25,315.00,313.25,313.25,760.99
1367868.00,312.50,315.00,313.25,313.25,760.99
1368210.00,313.50,315.00,313.25,313.25,760.99
1368549.00,312.50,315.00,313.25,313.25,760.70
1368887.00,313.00,315.00,313.25,313.50,761.00
1369226.00,313.25,315.00,313.25,313.25,761.00
1369565.00,312.50,314.75,313.25,313.50,761.02
1369904.00,313.25,315.00,313.25,313.25,761.02
1370243.00,313.00,314.75,313.25,313.25,761.32
1370581.00,312.75,315.00,313.25,313.25,761.32
1370920.00,313.25,315.00,313.25,313.50,761.02
1371259.00,313.00,315.00,313.25,313.25,761.02
1371598.00,312.50,315.00,313.25,313.50,761.02
1371939.00,313.50,314.75,313.50,313.25,761.02
1372278.00,312.50,315.00,313.25,313.25,761.32
1372617.00,313.00,315.00,313.25,313.50,761.30
1372956.00,313.25,315.00,313.25,313.50,761.00
1373295.00,312.50,315.00,313.25,313.50,761.00
1373633.00,313.00,315.00,313.25,313.25,760.98
1373972.00,313.25,314.75,313.25,313.25,761.28
1374311.00,312.75,315.00,313.25,313.50,760.98
1374649.00,313.25,315.00,313.50,313.25,761.27
1374988.00,313.25,315.00,313.25,313.50,761.27
1375327.00,312.50,314.75,313.25,313.50,760.97
1375668.00,313.25,315.00,313.25,313.25,761.27
1376007.00,312.75,315.00,313.25,313.25,761.27
1376346.00,312.75,315.00,313.25,313.25,760.97
1376685.00,313.50,315.00,313.50,313.50,761.27
1377023.00,312.50,315.00,313.25,313.25,761.27
1377364.00,313.50,315.00,313.50,313.50,761.27
1377702.00,313.25,315.00,313.25,313.25,761.28
1378041.00,312.50,314.75,313.25,313.25,761.28
1378380.00,313.25,315.00,313.25,313.50,761.28
1378719.00,313.00,315.00,313.50,313.50,760.98
1379058.00,312.75,315.00,313.25,313.25,761.27
1379399.00,313.25,315.00,313.25,313.50,761.27
1379738.00,312.50,315.00,313.25,313.25,760.96
1380077.00,313.25,315.00,313.25,313.25,761.26
1380416.00,313.00,315.00,313.25,313.25,761.25
1380755.00,312.75,315.00,313.25,313.50,761.25
1381092.00,313.25,315.00,313.50,313.25,761.25
1381431.00,313.00,315.00,313.25,313.25,761.25
1381770.00,312.75,315.00,313.25,313.50,761.25
1382109.00,313.50,315.00,313.25,313.50,761.25
1382448.00,312.75,315.00,313.25,313.25,761.25
1382787.00,312.75,315.00,313.25,313.25,761.25
1383128.00,313.50,315.00,313.25,313.25,761.25
1383467.00,312.50,315.00,313.25,313.50,761.25
1383805.00,313.50,315.00,313.25,313.25,761.25
1384144.00,313.25,315.00,313.25,313.50,761.25
1384483.00,312.75,315.00,313.25,313.25,760.95
1384822.00,313.50,315.00,313.25,313.50,761.25
1385160.00,313.00,315.00,313.25,313.25,760.95
1385499.00,312.75,315.00,313.25,313.50,760.96
1385838.00,313.25,315.00,313.25,313.25,760.96
1386177.00,nan,315.00,313.25,313.50,760.96
1386517.00,313.00,315.00,313.25,313.50,760.97
1386858.00,313.00,315.00,313.25,313.25,761.27
1387197.00,312.75,314.75,313.25,313.50,761.27
1387535.00,313.50,315.00,313.50,313.50,761.27
1387873.00,312.75,315.00,313.25,313.25,760.97
1388212.00,312.75,315.00,313.25,313.50,761.27
1388551.00,313.50,314.75,313.25,313.50,760.98
1388889.00,312.75,315.00,313.25,313.25,761.28
1389228.00,313.00,315.00,313.25,313.25,761.28
1389567.00,313.25,315.00,313.25,313.50,760.98
1389906.00,312.75,315.00,313.25,313.50,761.28
1390244.00,312.75,315.00,313.25,313.50,761.28
1390586.00,313.00,315.00,313.25,313.25,761.28
1390925.00,312.75,315.00,313.25,313.25,761.58
1391263.00,313.50,315.00,313.25,313.50,761.28
1391602.00,312.75,315.00,313.25,313.50,761.28
1391941.00,312.50,315.00,313.25,313.50,761.28
1392280.00,313.25,315.00,313.50,313.50,761.28
1392619.00,312.50,315.00,313.25,313.50,760.98
1392958.00,313.00,315.00,313.25,313.25,761.28
1393295.00,313.25,315.00,313.25,313.25,761.28
1393634.00,312.50,315.00,313.25,313.25,761.28
1393973.00,313.25,315.00,313.50,313.25,761.28
1394315.00,312.75,315.00,313.25,313.50,760.98
1394653.00,312.75,315.00,313.25,313.25,760.97
1394992.00,313.25,315.00,313.25,313.25,761.27
1395333.00,312.75,315.00,313.25,313.25,761.27
1395672.00,313.25,315.00,313.25,313.50,761.26
1396011.00,313.00,314.75,313.25,313.50,761.26
1396349.00,312.75,315.00,313.25,313.25,761.26
1396688.00,313.25,315.00,313.50,313.50,760.96
1397027.00,312.75,315.00,313.25,313.25,761.26
1397366.00,312.75,315.00,313.25,313.25,761.26
1397705.00,313.50,315.00,313.25,313.50,761.26
1398046.00,312.75,315.00,313.25,313.50,761.26
1398385.00,313.50,315.00,313.25,313.50,761.26
1398724.00,313.00,315.00,313.25,313.50,761.26
1399063.00,312.50,315.00,313.25,313.50,761.26
1399402.00,313.25,315.00,313.25,313.50,761.26
1399740.00,312.75,315.00,313.25,313.50,761.26
1400078.00,312.75,315.00,313.25,313.25,761.26
1400417.00,313.25,315.00,313.25,313.25,761.27
1400756.00,312.75,315.00,313.25,313.25,761.27
1401095.00,312.75,315.00,313.25,313.50,761.27
1401433.00,313.50,315.00,313.25,313.25,761.26
1401775.00,312.50,315.00,313.25,313.50,761.26
1402114.00,313.50,315.00,313.50,313.50,761.26
1402453.00,312.75,315.00,313.25,313.25,761.25
1402791.00,312.75,315.00,313.25,313.25,761.25
1403130.00,313.50,315.00,313.50,313.50,761.25
1403469.00,312.75,315.00,313.25,313.50,761.23
1403808.00,312.75,315.00,313.25,313.50,761.23
1404147.00,313.25,315.00,313.25,313.50,761.23
1404487.00,nan,315.00,313.25,313.25,761.23
1404825.00,313.25,315.00,313.25,313.50,761.23
1405164.00,313.00,315.00,313.50,313.50,761.23
1405501.00,312.75,315.00,313.25,313.25,761.22
1405839.00,nan,315.00,313.25,313.50,761.22
1406178.00,313.50,315.00,313.25,313.25,761.22
1406517.00,312.50,315.00,313.25,313.25,761.22
1406855.00,313.25,315.00,313.50,313.50,760.92
1407194.00,313.25,315.00,313.25,313.50,761.22
1407533.00,312.50,315.00,313.25,313.50,761.23
1407872.00,313.25,315.00,313.50,313.50,761.53
1408211.00,313.00,315.00,313.25,313.25,761.23
1408550.00,312.50,315.00,313.25,313.25,761.54
1408891.00,313.25,315.00,313.25,313.25,761.24
1409230.00,312.50,315.00,313.25,313.50,761.24
1409569.00,313.00,315.00,313.25,313.50,760.95
1409908.00,313.25,315.00,313.25,313.50,761.25
1410246.00,312.50,315.00,313.25,313.25,761.25
1410585.00,313.25,315.00,313.25,313.50,761.26
1410924.00,313.25,315.00,313.25,313.50,761.26
1411263.00,312.50,315.00,313.50,313.50,761.26
1411602.00,313.25,315.00,313.50,313.50,761.26
1411940.00,313.25,315.00,313.25,313.50,761.26
1412278.00,312.50,315.00,313.25,313.50,761.56
1412620.00,313.50,315.00,313.25,313.25,760.97
1412958.00,312.50,315.00,313.25,313.50,761.56
1413299.00,313.25,315.00,313.25,313.25,761.26
1413637.00,313.50,315.00,313.50,313.25,761.26
1413976.00,nan,315.00,313.25,313.25,761.26
1414315.00,313.25,315.00,313.25,313.25,761.26
1414653.00,313.25,315.00,313.25,313.50,761.24
1414992.00,312.50,315.00,313.25,313.50,761.24
1415331.00,313.25,315.00,313.25,313.25,761.24
1415670.00,313.00,315.00,313.25,313.50,761.24
1416008.00,nan,315.00,313.25,313.25,761.24
1416357.00,312.50,315.00,313.25,313.50,761.24
1416696.00,313.25,315.00,313.25,313.25,761.22
1417035.00,313.25,315.00,313.25,313.50,761.22
1417373.00,312.50,314.75,313.25,313.50,761.22
1417712.00,313.25,315.00,313.25,313.50,761.21
1418051.00,313.25,315.00,313.50,313.50,761.21
1418390.00,312.75,315.00,313.25,313.25,761.21
1418728.00,313.00,315.00,313.50,313.50,761.21
1419066.00,313.25,315.00,313.50,313.50,761.51
1419405.00,312.50,315.00,313.25,313.25,761.21
1419743.00,313.25,315.00,313.25,313.25,761.21
1420085.00,nan,315.00,313.25,313.25,761.21
1420424.00,313.00,315.00,313.25,313.50,761.20
1420763.00,313.25,315.00,313.25,313.25,761.20
1421101.00,312.75,315.00,313.25,313.25,761.20
1421440.00,312.75,315.00,313.25,313.50,761.20
1421779.00,313.25,315.00,313.50,313.50,761.20
1422119.00,312.50,315.00,313.25,313.25,760.90
1422458.00,nan,315.00,313.25,313.25,761.20
1422797.00,313.25,315.00,313.25,313.50,761.20
1423136.00,312.50,315.00,313.25,313.25,761.20
1423475.00,313.00,315.00,313.25,313.50,761.20
1423816.00,nan,315.00,313.25,313.25,761.20
1424155.00,312.75,315.00,313.25,313.50,761.20
1424494.00,313.25,315.00,313.25,313.25,761.20
1424833.00,312.75,315.00,313.25,313.50,761.20
1425172.00,312.75,315.00,313.25,313.50,761.20
1425511.00,313.00,315.00,313.50,313.50,761.20
1425848.00,312.50,315.00,313.25,313.25,761.20
1426187.00,312.75,315.00,313.25,313.50,761.20
1426526.00,313.50,315.00,313.25,313.50,761.20
1426865.00,312.50,315.00,313.25,313.25,761.20
1427204.00,312.75,315.00,313.25,313.50,761.20
1427545.00,313.00,315.00,313.25,313.25,761.20
1427884.00,312.50,315.00,313.25,313.25,761.20
1428223.00,313.25,315.00,313.50,313.50,761.20
1428562.00,312.75,315.00,313.25,313.25,761.20
1428901.00,312.50,315.00,313.25,313.50,761.20
1429240.00,313.25,315.00,313.25,313.50,761.20
1429578.00,nan,315.00,313.25,313.50,761.20
1429917.00,312.50,315.00,313.50,313.25,761.20
1430256.00,313.25,315.00,313.25,313.25,761.20
1430595.00,312.50,315.00,313.25,313.50,761.20
1430935.00,312.75,315.00,313.25,313.50,761.20
1431277.00,313.00,315.00,313.25,313.50,761.20
1431615.00,312.50,315.00,313.25,313.50,761.20
1431954.00,313.25,315.00,313.50,313.50,761.20
1432292.00,313.00,315.00,313.25,313.25,761.20
1432631.00,312.50,315.00,313.25,313.25,761.20
1432970.00,313.50,315.00,313.50,313.50,761.20
1433309.00,312.75,315.00,313.25,313.50,761.20
1433647.00,312.50,315.00,313.25,313.25,761.20
1433986.00,313.25,315.00,313.50,313.50,761.20
1434325.00,313.00,315.00,313.25,313.50,760.90
1434664.00,312.75,315.00,313.25,313.50,761.21
1435005.00,313.25,315.00,313.25,313.50,761.21
1435344.00,312.50,315.00,313.25,313.50,761.21
1435683.00,nan,315.00,313.50,313.50,761.21
1436022.00,313.25,315.00,313.25,313.50,761.21
1436361.00,312.50,315.00,313.25,313.25,761.21
1436700.00,313.25,315.00,313.50,313.50,761.21
1437039.00,313.25,315.00,313.25,313.25,761.21
1437377.00,312.50,315.00,313.25,313.50,760.91
1437716.00,313.00,315.00,313.50,313.50,761.21
1438055.00,313.00,315.00,313.25,313.50,761.21
1438393.00,312.50,315.00,313.25,313.50,761.21
1438734.00,313.25,315.00,313.50,313.50,761.21
1439073.00,nan,315.00,313.25,313.50,761.21
1439412.00,312.50,315.00,313.25,313.50,761.23
1439752.00,313.00,315.00,313.50,313.25,761.23
1440091.00,312.50,315.00,313.25,313.25,761.23
1440430.00,313.00,315.00,313.50,313.50,761.25
1440769.00,313.25,315.00,313.50,313.25,761.25
1441108.00,312.50,315.00,313.25,313.50,761.25
1441447.00,313.00,315.00,313.50,313.50,761.26
1441786.00,313.00,315.00,313.50,313.50,761.26
1442125.00,nan,315.00,313.25,313.50,761.26
1442466.00,313.25,315.00,313.25,313.25,761.57
1442805.00,312.75,315.00,313.25,313.50,761.27
1443143.00,312.50,315.00,313.25,313.25,761.27
1443482.00,313.25,315.00,313.50,313.50,761.27
1443821.00,nan,315.00,313.25,313.50,761.27
1444160.00,312.75,315.00,313.25,313.50,761.27
1444498.00,313.25,315.00,313.50,313.50,760.96
1444836.00,312.75,315.00,313.25,313.50,761.26
1445175.00,313.00,315.00,313.50,313.50,760.96
1445514.00,313.25,315.00,313.50,313.50,761.26
1445852.00,312.75,315.00,313.25,313.25,760.96
1446194.00,313.25,315.00,313.50,313.50,760.96
1446533.00,313.00,315.00,313.50,313.50,760.96
1446871.00,312.50,315.00,313.25,313.50,761.26
1447210.00,313.25,315.00,313.50,313.25,760.96
1447549.00,313.00,315.00,313.50,313.50,760.96
1447888.00,312.50,315.00,313.25,313.50,761.26
1448226.00,313.25,315.00,313.50,313.50,761.26
1448565.00,313.00,315.00,313.50,313.50,761.26
1448905.00,312.50,315.00,313.25,313.50,761.26
